datetime,day of week,total,place,product,quantity,product_matched,Name,price,line_revenue,hour,weekday
2019-07-26 14:52:00,Fri,22100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Friday
2019-07-26 14:56:00,Fri,16100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,14,Friday
2019-07-27 11:29:00,Sat,18800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-07-27 11:57:00,Sat,21800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-07-27 12:00:00,Sat,18600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Saturday
2019-07-27 12:07:00,Sat,33200.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Saturday
2019-07-27 12:20:00,Sat,22800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Saturday
2019-07-27 12:26:00,Sat,17000.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Saturday
2019-07-27 12:43:00,Sat,16400.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Saturday
2019-07-27 13:50:00,Sat,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Saturday
2019-07-27 14:05:00,Sat,32600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Saturday
2019-07-28 11:17:00,Sun,17300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-07-28 12:10:00,Sun,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Sunday
2019-07-28 12:21:00,Sun,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Sunday
2019-07-28 12:47:00,Sun,14300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Sunday
2019-07-28 12:48:00,Sun,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Sunday
2019-07-28 13:13:00,Sun,25600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,13,Sunday
2019-07-29 11:08:00,Mon,24800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Monday
2019-07-29 11:12:00,Mon,24100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Monday
2019-07-28 11:14:00,Mon,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-07-29 11:39:00,Mon,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Monday
2019-07-29 12:02:00,Mon,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-07-29 12:15:00,Mon,18300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-07-29 12:22:00,Mon,27900.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,12,Monday
2019-07-29 12:54:00,Mon,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-07-29 13:25:00,Mon,18100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Monday
2019-07-31 11:09:00,Wed,15600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Wednesday
2019-07-31 11:25:00,Wed,30100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Wednesday
2019-07-31 11:38:00,Wed,23300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-07-31 11:44:00,Wed,30200.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Wednesday
2019-07-31 12:48:00,Wed,15100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Wednesday
2019-07-31 13:18:00,Wed,27300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-07-31 13:19:00,Wed,15300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-07-31 13:29:00,Wed,16100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-07-31 13:54:00,Wed,15100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-07-31 13:58:00,Wed,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-08-01 11:17:00,Thur,13100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Thursday
2019-08-01 11:25:00,Thur,16100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Thursday
2019-08-01 11:50:00,Thur,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Thursday
2019-08-01 12:02:00,Thur,21100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Thursday
2019-08-01 12:15:00,Thur,20600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Thursday
2019-08-01 12:24:00,Thur,32600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Thursday
2019-08-01 13:37:00,Thur,15100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,13,Thursday
2019-08-01 14:17:00,Thur,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Thursday
2019-08-02 11:03:00,Fri,19900.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Friday
2019-08-02 11:04:00,Fri,14100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Friday
2019-08-02 11:06:00,Fri,18000.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Friday
2019-08-02 11:19:00,Fri,16400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Friday
2019-08-02 11:31:00,Fri,17300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Friday
2019-08-02 11:57:00,Fri,30800.0,,angbutter,6.0,angbutter,angbutter,4800,28800.0,11,Friday
2019-08-02 12:21:00,Fri,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Friday
2019-08-02 12:31:00,Fri,19900.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Friday
2019-08-02 12:51:00,Fri,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Friday
2019-08-03 11:02:00,Sat,26000.0,,angbutter,5.0,angbutter,angbutter,4800,24000.0,11,Saturday
2019-08-03 11:03:00,Sat,26100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Saturday
2019-08-03 11:05:00,Sat,29100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-03 11:06:00,Sat,16800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-03 11:20:00,Sat,16600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-03 11:53:00,Sat,18800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-03 12:06:00,Sat,16400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,12,Saturday
2019-08-03 12:44:00,Sat,19300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Saturday
2019-08-03 13:06:00,Sat,16400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,13,Saturday
2019-08-03 13:18:00,Sat,18300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Saturday
2019-08-03 13:20:00,Sat,16300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Saturday
2019-08-03 13:42:00,Sat,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Saturday
2019-08-03 15:07:00,Sat,17900.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,15,Saturday
2019-08-03 15:53:00,Sat,16400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,15,Saturday
2019-08-04 11:02:00,Sun,34800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-04 11:04:00,Sun,31600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Sunday
2019-08-04 11:07:00,Sun,16400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Sunday
2019-08-04 11:07:00,Sun,19300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-04 11:41:00,Sun,24300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-04 11:52:00,Sun,22100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Sunday
2019-08-04 12:27:00,Sun,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Sunday
2019-08-04 12:35:00,Sun,20600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Sunday
2019-08-05 11:11:00,Mon,16300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Monday
2019-08-05 11:16:00,Mon,23100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Monday
2019-08-05 11:18:00,Mon,31400.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Monday
2019-08-05 11:59:00,Mon,22300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Monday
2019-08-05 12:14:00,Mon,26600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Monday
2019-08-05 12:14:00,Mon,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-08-05 12:42:00,Mon,19600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Monday
2019-08-05 12:49:00,Mon,49300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-08-05 13:54:00,Mon,19800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Monday
2019-08-05 14:25:00,Mon,20800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Monday
2019-08-05 14:53:00,Mon,16300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Monday
2019-08-07 11:03:00,Wed,16300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-07 11:10:00,Wed,21200.0,,angbutter,4.0,angbutter,angbutter,4800,19200.0,11,Wednesday
2019-08-07 12:20:00,Wed,27300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Wednesday
2019-08-07 12:28:00,Wed,16100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Wednesday
2019-08-07 13:28:00,Wed,17600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-08-07 13:59:00,Wed,14800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Wednesday
2019-08-07 14:06:00,Wed,14100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,14,Wednesday
2019-08-07 14:50:00,Wed,23800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Wednesday
2019-08-08 11:07:00,Thur,16100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Thursday
2019-08-08 11:09:00,Thur,16400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Thursday
2019-08-08 11:22:00,Thur,20300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Thursday
2019-08-08 12:13:00,Thur,15100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,12,Thursday
2019-08-08 12:39:00,Thur,15300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Thursday
2019-08-08 13:22:00,Thur,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Thursday
2019-08-08 13:26:00,Thur,17300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Thursday
2019-08-08 13:36:00,Thur,33200.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,13,Thursday
2019-08-08 13:57:00,Thur,32400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,13,Thursday
2019-08-08 14:11:00,Thur,16100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,14,Thursday
2019-08-09 12:31:00,Fri,18600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Friday
2019-08-09 15:22:00,Fri,26000.0,,angbutter,5.0,angbutter,angbutter,4800,24000.0,15,Friday
2019-08-09 15:22:00,Fri,35800.0,,angbutter,6.0,angbutter,angbutter,4800,28800.0,15,Friday
2019-08-09 15:30:00,Fri,15100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,15,Friday
2019-08-10 11:01:00,Sat,19600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Saturday
2019-08-10 11:02:00,Sat,15300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-10 11:03:00,Sat,19100.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-10 11:05:00,Sat,28600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Saturday
2019-08-10 11:09:00,Sat,17300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-10 11:27:00,Sat,36800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-10 11:38:00,Sat,25300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Saturday
2019-08-10 12:17:00,Sat,46200.0,,angbutter,4.0,angbutter,angbutter,4800,19200.0,12,Saturday
2019-08-10 13:09:00,Sat,30200.0,,angbutter,4.0,angbutter,angbutter,4800,19200.0,13,Saturday
2019-08-10 13:15:00,Sat,16600.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Saturday
2019-08-10 13:22:00,Sat,21200.0,,angbutter,4.0,angbutter,angbutter,4800,19200.0,13,Saturday
2019-08-10 13:31:00,Sat,24400.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,13,Saturday
2019-08-11 11:01:00,Sun,21800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-11 11:02:00,Sun,16800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-11 11:08:00,Sun,22800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-11 11:08:00,Sun,17800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-11 11:37:00,Sun,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-11 11:40:00,Sun,38900.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Sunday
2019-08-11 11:46:00,Sun,19600.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Sunday
2019-08-11 11:50:00,Sun,15300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Sunday
2019-08-11 11:58:00,Sun,27900.0,,angbutter,3.0,angbutter,angbutter,4800,14400.0,11,Sunday
2019-08-11 12:58:00,Sun,15800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Sunday
2019-08-11 13:14:00,Sun,19300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Sunday
2019-08-11 13:21:00,Sun,23100.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,13,Sunday
2019-08-11 13:27:00,Sun,17300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Sunday
2019-08-12 11:05:00,Mon,28400.0,,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Monday
2019-08-12 11:08:00,Mon,20800.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Monday
2019-08-12 11:48:00,Mon,16300.0,,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Monday
2019-08-12 12:39:00,Mon,24300.0,효자 3동,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-08-12 12:41:00,Mon,15800.0,효자 3동,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-08-12 12:48:00,Mon,14800.0,후평 1동,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-08-12 12:53:00,Mon,16300.0,후평 1동,angbutter,1.0,angbutter,angbutter,4800,4800.0,12,Monday
2019-08-12 13:27:00,Mon,18300.0,후평 2동,angbutter,1.0,angbutter,angbutter,4800,4800.0,13,Monday
2019-08-12 13:56:00,Mon,19100.0,석사동,angbutter,2.0,angbutter,angbutter,4800,9600.0,13,Monday
2019-08-12 14:08:00,Mon,32100.0,후평 1동,angbutter,1.0,angbutter,angbutter,4800,4800.0,14,Monday
2019-08-12 15:01:00,Mon,26000.0,소양동,angbutter,5.0,angbutter,angbutter,4800,24000.0,15,Monday
2019-08-14 11:03:00,Wed,41200.0,퇴계동,angbutter,4.0,angbutter,angbutter,4800,19200.0,11,Wednesday
2019-08-14 11:03:00,Wed,17800.0,동면,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-14 11:04:00,Wed,18300.0,효자 3동,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-14 11:07:00,Wed,17300.0,동면,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-14 11:16:00,Wed,65600.0,퇴계동,angbutter,6.0,angbutter,angbutter,4800,28800.0,11,Wednesday
2019-08-14 11:25:00,Wed,27300.0,후평 1동,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-14 11:31:00,Wed,22300.0,석사동,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-14 11:41:00,Wed,14300.0,동면,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Wednesday
2019-08-14 12:15:00,Wed,16400.0,후평 3동,angbutter,3.0,angbutter,angbutter,4800,14400.0,12,Wednesday
2019-08-15 11:03:00,Thur,24100.0,후평 3동,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Thursday
2019-08-15 11:06:00,Thur,17300.0,석사동,angbutter,1.0,angbutter,angbutter,4800,4800.0,11,Thursday
2019-08-15 11:15:00,Thur,16100.0,신사우동,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Thursday
2019-08-15 11:23:00,Thur,22100.0,강남동,angbutter,2.0,angbutter,angbutter,4800,9600.0,11,Thursday
